Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
1.005122844,-0.3%,1.5%,4359,-19.5%,-4.4%,9938,6.1%,-3.1%,19,2,-15,$455K,-1.1%,26.4%,5542,-7.0%,19.1%,9/30/2013,Single Family Residential,"Los Angeles, CA metro area"
0.955197826,0.2%,0.0%,620,-16.4%,22.5%,3685,2.7%,-3.4%,67,10,-16,$210K,-5.9%,1.1%,850,20.9%,6.9%,9/30/2013,Single Family Residential,"Philadelphia, PA metro area"
1.001452715,-0.3%,1.0%,2813,-14.2%,18.2%,7270,1.3%,5.0%,16,2,-13,$390K,0.0%,13.5%,3103,-14.8%,10.2%,9/30/2013,Single Family Residential,"Seattle, WA metro area"
0.987759126,0.0%,0.7%,3342,-22.6%,14.8%,12327,4.2%,5.2%,30,3,-16,$400K,-7.5%,6.6%,4457,-1.6%,14.0%,9/30/2013,Single Family Residential,"Washington, DC metro area"
1.003978388,-1.0%,1.0%,569,-16.8%,26.7%,1189,5.4%,-3.0%,13,3,-3,$460K,1.4%,9.5%,726,-0.5%,4.2%,9/30/2013,Single Family Residential,"Seattle, WA"
1.015561460,0.6%,0.9%,497,36.5%,-1.6%,696,3.4%,-7.3%,11,-2,0,$450K,-4.7%,2.3%,624,30.3%,-9.7%,3/31/2014,Single Family Residential,"Seattle, WA"
0.980282736,-0.3%,0.0%,2371,-28.4%,-4.5%,12277,1.7%,3.2%,87,8,1,$388K,-6.6%,0.6%,3480,33.2%,1.7%,9/30/2014,Single Family Residential,"Boston, MA metro area"
0.964894361,-0.3%,-0.7%,4805,-34.9%,-23.0%,32685,1.4%,13.7%,71,7,-5,$216K,-6.3%,5.1%,8158,5.8%,20.0%,9/30/2014,Single Family Residential,"Chicago, IL metro area"
0.993131099,-0.1%,-1.2%,4166,-8.7%,-4.4%,12635,4.0%,27.1%,31,9,12,$500K,-1.0%,9.9%,5337,-1.5%,-3.7%,9/30/2014,Single Family Residential,"Los Angeles, CA metro area"
0.952710375,-0.3%,-0.2%,646,-8.6%,4.2%,3864,3.9%,4.9%,61,19,-6,$197K,-6.6%,-6.2%,976,23.7%,14.8%,9/30/2014,Single Family Residential,"Philadelphia, PA metro area"
0.996131020,-0.2%,-0.5%,2860,-9.0%,1.7%,7349,-1.9%,1.1%,21,4,5,$415K,3.8%,6.4%,3172,-7.8%,2.2%,9/30/2014,Single Family Residential,"Seattle, WA metro area"
0.984075992,-0.1%,-0.4%,3005,-27.7%,-10.1%,15240,1.1%,23.6%,43,13,13,$415K,-1.2%,3.7%,4598,3.1%,3.2%,9/30/2014,Single Family Residential,"Washington, DC metro area"
1.007560926,-0.5%,0.4%,595,-5.3%,4.6%,1069,7.5%,-10.1%,12,2,-1,$499K,2.9%,8.5%,767,24.1%,5.6%,9/30/2014,Single Family Residential,"Seattle, WA"
0.977048326,0.3%,-0.1%,1525,27.8%,-0.4%,5723,-8.0%,-42.7%,110,-8,4,$382K,1.2%,3.1%,3171,151.1%,-9.9%,3/31/2015,Single Family Residential,"Boston, MA metro area"
0.958986460,0.1%,-0.6%,4736,33.4%,21.8%,29409,9.5%,19.2%,103,1,12,$195K,8.3%,8.3%,9989,45.1%,22.8%,3/31/2015,Single Family Residential,"Chicago, IL metro area"
0.991697151,0.3%,-0.4%,4291,43.3%,10.5%,10340,-2.4%,11.9%,36,-8,12,$500K,2.0%,7.5%,5936,18.7%,5.9%,3/31/2015,Single Family Residential,"Los Angeles, CA metro area"
0.954181874,0.0%,0.5%,513,33.6%,19.0%,3209,8.0%,1.2%,103,7,9,$180K,0.2%,2.8%,1077,42.1%,-1.4%,3/31/2015,Single Family Residential,"Philadelphia, PA metro area"
1.006597555,0.9%,0.6%,2841,48.5%,22.2%,4402,-0.8%,-12.0%,18,-27,-7,$420K,5.7%,9.1%,3724,28.4%,15.6%,3/31/2015,Single Family Residential,"Seattle, WA metro area"
0.982097794,0.2%,-0.5%,3053,35.4%,9.3%,11987,11.8%,13.6%,64,-11,16,$412K,4.4%,5.6%,6186,53.3%,17.0%,3/31/2015,Single Family Residential,"Washington, DC metro area"
1.027030754,2.9%,3.1%,8,33.3%,-33.3%,7,40.0%,-36.4%,8.5,-4.5,-64,$775K,20.5%,-8.3%,20,81.8%,25.0%,3/31/2016,Single Family Residential,"Seattle, WA - Alki Point"
1.045836432,1.8%,3.8%,23,15.0%,27.8%,4,-20.0%,-55.6%,8,-0.5,-2.5,$535K,0.0%,48.1%,25,19.0%,-21.9%,3/31/2016,Single Family Residential,"Seattle, WA - Arbor Heights"
1.071092166,0.8%,3.4%,61,13.0%,-7.6%,21,61.5%,50.0%,7,-1,-1,$685K,4.6%,13.7%,108,80.0%,12.5%,3/31/2016,Single Family Residential,"Seattle, WA - Ballard"
1.086170031,6.6%,10.3%,7,0.0%,-46.2%,,,,8,-4,-52,$535K,-5.3%,16.3%,14,27.3%,100.0%,3/31/2016,Single Family Residential,"Seattle, WA - Bitter Lake"
1.041362273,4.4%,2.6%,17,6.3%,-29.2%,12,100.0%,140.0%,8,-15,-10,$763K,-3.1%,19.6%,30,57.9%,20.0%,3/31/2016,Single Family Residential,"Seattle, WA - North Beach / Blue Ridge"
1.036996462,2.2%,1.8%,19,35.7%,58.3%,12,20.0%,9.1%,11,-16.5,3.5,$750K,6.1%,9.6%,28,55.6%,27.3%,3/31/2016,Single Family Residential,"Seattle, WA - Broadview"
1.065602858,1.5%,3.6%,12,71.4%,-36.8%,5,66.7%,66.7%,8.5,1.5,1.5,$829K,3.2%,34.6%,20,81.8%,5.3%,3/31/2016,Single Family Residential,"Seattle, WA - Bryant"
1.051080286,1.3%,1.8%,10,25.0%,-41.2%,5,25.0%,-28.6%,9,1,1,$592K,23.0%,32.2%,23,91.7%,-23.3%,3/31/2016,Single Family Residential,"Seattle, WA - Columbia City"
1.025808351,1.9%,-0.4%,13,0.0%,-18.8%,2,100.0%,0.0%,13,-1,4.5,$650K,3.2%,21.5%,14,55.6%,-30.0%,3/31/2016,Single Family Residential,"Seattle, WA - Crown Hill"
1.048376713,2.6%,5.1%,68,6.3%,-11.7%,14,-30.0%,-58.8%,8,-4,-16,$383K,2.1%,6.3%,93,36.8%,-10.6%,3/31/2016,Single Family Residential,"Seattle, WA - Delridge"
1,0.0%,,1,0.0%,,,,,,,,$438K,0.0%,,,,,3/31/2016,Single Family Residential,"Seattle, WA - Downtown Seattle"
1.031360548,-0.1%,7.3%,2,-33.3%,-33.3%,,,,7,0,-21,$815K,7.1%,-3.6%,2,0.0%,100.0%,3/31/2016,Single Family Residential,"Seattle, WA - Eastlake"
1.004129437,0.1%,2.4%,22,-15.4%,0.0%,13,44.4%,225.0%,18,-6,-32,$705K,17.5%,21.4%,28,47.4%,47.4%,3/31/2016,Single Family Residential,"Seattle, WA - Fauntleroy"
1.087174784,3.0%,1.6%,9,-18.2%,-18.2%,2,100.0%,-66.7%,7,0,-1,$678K,13.0%,16.9%,10,11.1%,-28.6%,3/31/2016,Single Family Residential,"Seattle, WA - Fremont"
1.113609229,4.2%,5.4%,11,10.0%,-21.4%,4,100.0%,0.0%,7,-3,-2,$734K,-1.1%,-7.2%,16,60.0%,33.3%,3/31/2016,Single Family Residential,"Seattle, WA - Green Lake"
1.114699589,2.7%,8.0%,32,-8.6%,-5.9%,8,-11.1%,0.0%,7,0,-7,$556K,-0.2%,16.5%,48,26.3%,33.3%,3/31/2016,Single Family Residential,"Seattle, WA - Greenwood"
1.034181293,0.1%,0.5%,14,-36.4%,-50.0%,4,33.3%,-55.6%,9.5,1,-4.5,$410K,-13.2%,-15.7%,19,90.0%,-47.2%,3/31/2016,Single Family Residential,"Seattle, WA - Haller Lake"
1.052684033,1.8%,5.0%,56,-8.2%,-11.1%,19,18.8%,-5.0%,8,-1,-3,$561K,7.9%,26.8%,69,50.0%,-6.8%,3/31/2016,Single Family Residential,"Seattle, WA - Lake City"
1.049994265,3.0%,4.9%,13,-35.0%,8.3%,10,25.0%,0.0%,50,-21,36.5,$720K,1.4%,52.5%,22,69.2%,-15.4%,3/31/2016,Single Family Residential,"Seattle, WA - Leschi"
0.991261561,-1.4%,-6.4%,4,33.3%,300.0%,,,,18,6,11,$600K,37.0%,9.5%,2,0.0%,-50.0%,3/31/2016,Single Family Residential,"Seattle, WA - Lower Queen Anne"
1.003189892,3.7%,-3.8%,18,38.5%,38.5%,13,-13.3%,-23.5%,12,-28,4,"$1,592K",-7.7%,7.9%,33,50.0%,22.2%,3/31/2016,Single Family Residential,"Seattle, WA - Madison Park"
1.024614308,-1.4%,4.7%,11,-8.3%,-26.7%,4,0.0%,-20.0%,8,-2.5,-19,$960K,6.4%,67.0%,18,100.0%,12.5%,3/31/2016,Single Family Residential,"Seattle, WA - Madrona"
1.034275544,0.9%,0.4%,48,-30.4%,-12.7%,20,17.6%,-41.2%,10,0,1.5,$851K,5.1%,16.1%,66,46.7%,-12.0%,3/31/2016,Single Family Residential,"Seattle, WA - Magnolia"
1.003478911,-0.3%,1.1%,63,46.5%,-17.1%,34,9.7%,-35.8%,8.5,0.5,-1.5,$715K,4.7%,7.5%,88,8.6%,-12.9%,5/31/2013,Single Family Residential,"Seattle, WA - Queen Anne"
1.007972289,-0.2%,2.2%,158,13.7%,9.7%,134,28.8%,-7.6%,16,-8,-30.5,$321K,-2.3%,20.0%,230,25.0%,15.0%,5/31/2013,Single Family Residential,"Seattle, WA - Rainier Valley"
1.026020825,1.7%,1.2%,44,33.3%,15.8%,10,42.9%,-28.6%,7,-0.5,0.5,$525K,6.9%,3.4%,51,30.8%,27.5%,5/31/2013,Single Family Residential,"Seattle, WA - Ravenna"
1.012807419,-0.8%,1.5%,24,-7.7%,20.0%,7,40.0%,40.0%,12,4,-12,$452K,-15.5%,-10.7%,15,-16.7%,7.1%,5/31/2013,Single Family Residential,"Seattle, WA - Roosevelt"
1.024676044,0.5%,0.2%,9,-10.0%,50.0%,3,-25.0%,-78.6%,27,-5,-63.5,$160K,0.3%,4.9%,9,28.6%,-25.0%,5/31/2013,Single Family Residential,"Seattle, WA - South Park"
1.015045695,1.8%,1.2%,15,50.0%,66.7%,7,16.7%,133.3%,8,-1,1,$575K,-4.5%,5.5%,19,-5.0%,111.1%,5/31/2013,Single Family Residential,"Seattle, WA - University District"
1.009216932,2.5%,1.8%,16,23.1%,33.3%,6,0.0%,-33.3%,7,-10,-78.5,$347K,2.0%,12.9%,19,35.7%,-9.5%,5/31/2013,Single Family Residential,"Seattle, WA - Victory Heights"
1.021913836,-0.1%,3.6%,17,41.7%,70.0%,7,75.0%,-53.3%,7,0,-27.5,$731K,9.6%,29.6%,19,0.0%,-13.6%,5/31/2013,Single Family Residential,"Seattle, WA - View Ridge"
1.065821771,1.1%,4.0%,63,90.9%,53.7%,18,20.0%,125.0%,7,0,-1,$605K,-3.2%,2.5%,77,26.2%,71.1%,5/31/2013,Single Family Residential,"Seattle, WA - Wallingford"
1.045750477,1.1%,5.7%,27,35.0%,28.6%,5,-37.5%,-16.7%,6,-0.5,-1,$484K,4.3%,7.4%,34,3.0%,100.0%,5/31/2013,Single Family Residential,"Seattle, WA - Wedgwood"
1.003647706,0.2%,2.1%,331,26.3%,32.9%,198,22.2%,-24.1%,12,-3,-17,$380K,7.0%,10.1%,410,10.5%,3.3%,5/31/2013,Single Family Residential,"Seattle, WA - West Seattle"
1.042420692,-0.9%,5.8%,10,-9.1%,-54.5%,6,0.0%,-14.3%,7,0,-16,$923K,54.9%,28.8%,19,11.8%,-20.8%,5/31/2013,Single Family Residential,"Seattle, WA - Windermere"
0.978915407,1.4%,2.1%,9,28.6%,80.0%,13,0.0%,18.2%,49,17,-79,$755K,-32.9%,-37.1%,19,35.7%,72.7%,5/31/2013,Single Family Residential,"Seattle, WA - Denny Blaine"
1.047984647,0.5%,4.3%,36,44.0%,20.0%,14,55.6%,133.3%,6.5,0.5,-7.5,$565K,7.6%,22.8%,47,20.5%,51.6%,5/31/2013,Single Family Residential,"Seattle, WA - Phinney Ridge"
1.003263621,1.0%,-0.9%,39,-7.1%,85.7%,5,-16.7%,-50.0%,9.5,-3.5,-2.5,$475K,0.5%,31.0%,31,0.0%,29.2%,5/31/2013,Single Family Residential,"Seattle, WA - Central District"
0.992295821,1.2%,-0.5%,13,8.3%,-31.6%,6,200.0%,-25.0%,21,-10,8,$589K,-1.0%,7.2%,18,28.6%,-14.3%,5/31/2013,Single Family Residential,"Seattle, WA - Madison Valley"
1.004012352,-1.9%,3.6%,20,25.0%,-4.8%,21,5.0%,-8.7%,14.5,3.5,-101.5,$870K,1.4%,8.7%,36,20.0%,50.0%,5/31/2013,Single Family Residential,"Seattle, WA - Capitol Hill"
0.939465351,-2.3%,-5.4%,15,-6.3%,15.4%,6,-14.3%,-53.8%,91,3.5,52,$245K,0.4%,53.1%,10,-16.7%,-16.7%,5/31/2013,Single Family Residential,"Seattle, WA - South Beacon Hill"
0.954360431,-1.6%,-2.2%,4,33.3%,33.3%,4,33.3%,33.3%,30,-12,13,$255K,0.0%,-29.8%,5,25.0%,0.0%,5/31/2013,Single Family Residential,"Seattle, WA - Greater Duwamish"
1.028532070,2.5%,1.2%,14,75.0%,27.3%,10,-9.1%,0.0%,6.5,-4,-4.5,$373K,0.0%,-3.2%,19,5.6%,35.7%,5/31/2013,Single Family Residential,"Seattle, WA - North College Park"
0.998399238,-1.6%,1.0%,12,0.0%,-14.3%,22,37.5%,37.5%,38,0,-47,$239K,9.7%,7.4%,18,12.5%,20.0%,5/31/2013,Single Family Residential,"Seattle, WA - Dunlap"
1.021250200,0.7%,2.1%,21,-8.7%,200.0%,4,33.3%,-42.9%,9,-4,1,$525K,0.0%,-7.6%,17,-10.5%,13.3%,5/31/2013,Single Family Residential,"Seattle, WA - Minor"
1.001544163,0.7%,1.8%,107,15.1%,37.2%,62,17.0%,-22.5%,10,-3,-37,$592K,10.7%,4.1%,150,28.2%,35.1%,5/31/2013,Single Family Residential,"Seattle, WA - Central Seattle"
1.081904082,0.0%,8.2%,3,0.0%,200.0%,2,0.0%,-66.7%,5,0,-1,$277K,25.8%,10.7%,8,60.0%,33.3%,5/31/2013,Single Family Residential,"Seattle, WA - Holly Park"
0.997923675,0.9%,-1.0%,18,63.6%,125.0%,8,14.3%,-27.3%,6,-5,-51.5,$290K,0.0%,-16.3%,27,17.4%,107.7%,5/31/2013,Single Family Residential,"Seattle, WA - Cedar Heights"
1.005233698,0.1%,2.8%,11,-8.3%,-15.4%,8,100.0%,0.0%,6,1,-21.5,$445K,3.8%,26.5%,24,100.0%,41.2%,5/31/2013,Single Family Residential,"Seattle, WA - Fairmount Park"
1.001644817,0.3%,1.4%,10,42.9%,11.1%,11,57.1%,22.2%,8,-30.5,-140,$407K,-0.5%,52.4%,25,78.6%,108.3%,5/31/2013,Single Family Residential,"Seattle, WA - Atlantic"
1.021608905,1.4%,1.3%,27,35.0%,145.5%,14,75.0%,16.7%,6,-3,-7,$410K,0.2%,-1.9%,29,11.5%,0.0%,5/31/2013,Single Family Residential,"Seattle, WA - Genesee"
0.995005415,-1.1%,-0.1%,20,33.3%,-4.8%,11,120.0%,-26.7%,8,0,-3,$440K,8.5%,35.2%,28,33.3%,0.0%,5/31/2013,Single Family Residential,"Seattle, WA - Seaview"
0.972574627,,-3.9%,2,,-71.4%,3,,50.0%,6,,-6,"$1,222K",,60.6%,3,,-57.1%,5/31/2013,Single Family Residential,"Seattle, WA - Portage Bay"
0.984223765,1.5%,-2.4%,20,0.0%,5.3%,1,-66.7%,-66.7%,12,-2,-76,$455K,5.6%,24.0%,15,7.1%,50.0%,5/31/2013,Single Family Residential,"Seattle, WA - Mann"
0.998569954,-0.6%,3.9%,12,-7.7%,-36.8%,19,46.2%,90.0%,73.5,-3.5,28.5,$305K,8.9%,49.5%,21,75.0%,16.7%,5/31/2013,Single Family Residential,"Seattle, WA - Brighton"
0.998372324,0.8%,2.2%,44,33.3%,41.9%,11,-8.3%,-73.2%,7,-18,-9.5,$289K,4.0%,13.4%,44,18.9%,-4.3%,5/31/2013,Single Family Residential,"Seattle, WA - Mid-Beacon Hill"
1.003199984,-0.5%,1.8%,17,0.0%,-39.3%,14,16.7%,-30.0%,21,10,-15,$822K,0.0%,6.8%,28,21.7%,-3.4%,5/31/2013,Single Family Residential,"Seattle, WA - Stevens"
1.017582824,0.4%,4.4%,25,0.0%,-21.9%,12,20.0%,-40.0%,8,0.5,-28,$395K,-3.7%,2.4%,35,34.6%,0.0%,5/31/2013,Single Family Residential,"Seattle, WA - Gatewood"
0.959259259,-3.6%,-3.1%,1,-75.0%,0.0%,1,,-50.0%,40,26.5,-263,"$1,295K",152.9%,118.0%,1,-50.0%,0.0%,5/31/2013,Single Family Residential,"Seattle, WA - Cascade"
1.030920882,0.9%,0.5%,13,0.0%,8.3%,14,40.0%,-6.7%,8,-57,-107,$230K,1.5%,25.6%,24,26.3%,33.3%,5/31/2013,Single Family Residential,"Seattle, WA - Rainier View"
0.996642619,0.0%,0.3%,25,-10.7%,8.7%,13,18.2%,-7.1%,18.5,4.5,-3,$640K,-4.0%,1.6%,24,0.0%,-7.7%,9/30/2014,Single Family Residential,"Seattle, WA - Alki Point"
1.004430045,-0.2%,-2.5%,30,-6.3%,76.5%,21,5.0%,-16.0%,25,10,-7,$443K,10.4%,35.0%,36,0.0%,2.9%,9/30/2014,Single Family Residential,"Seattle, WA - Arbor Heights"
1.026219466,-1.2%,-0.1%,107,-13.0%,-17.1%,40,29.0%,29.0%,8,1,1,$555K,0.5%,13.2%,132,11.9%,10.9%,9/30/2014,Single Family Residential,"Seattle, WA - Ballard"
0.998013241,-1.0%,-1.4%,13,0.0%,-27.8%,7,40.0%,-30.0%,8,1,-2.5,$397K,-5.5%,8.6%,17,21.4%,-10.5%,9/30/2014,Single Family Residential,"Seattle, WA - Bitter Lake"
0.997656387,-1.4%,-0.5%,33,17.9%,0.0%,10,11.1%,-23.1%,8,0,-6,$686K,10.2%,8.0%,32,-5.9%,-22.0%,9/30/2014,Single Family Residential,"Seattle, WA - North Beach / Blue Ridge"
0.998677920,-0.6%,-2.8%,36,0.0%,50.0%,20,-16.7%,-13.0%,15,0,6.5,$588K,0.0%,25.5%,25,-32.4%,-37.5%,9/30/2014,Single Family Residential,"Seattle, WA - Broadview"
1.041511367,-2.1%,-0.2%,17,-15.0%,-15.0%,8,300.0%,60.0%,8,0,1,$565K,-13.7%,2.9%,21,0.0%,0.0%,9/30/2014,Single Family Residential,"Seattle, WA - Bryant"
0.997139988,-0.2%,-0.5%,22,-15.4%,-38.9%,9,12.5%,12.5%,9,1,-3.5,$451K,4.3%,10.5%,24,0.0%,-17.2%,9/30/2014,Single Family Residential,"Seattle, WA - Columbia City"
1.007131300,-1.3%,-0.9%,27,8.0%,28.6%,4,-33.3%,-50.0%,8,1,2,$500K,2.1%,16.3%,21,-12.5%,10.5%,9/30/2014,Single Family Residential,"Seattle, WA - Crown Hill"
1.001999641,-0.3%,0.4%,121,-9.7%,0.0%,68,0.0%,-23.6%,12,1.5,-5,$335K,-3.0%,9.1%,126,-6.0%,-9.4%,9/30/2014,Single Family Residential,"Seattle, WA - Delridge"
1.010746680,3.1%,4.4%,2,0.0%,0.0%,3,50.0%,200.0%,8,2,-13.5,$686K,-2.3%,37.1%,8,60.0%,166.7%,9/30/2014,Single Family Residential,"Seattle, WA - Eastlake"
0.997890865,-3.6%,-0.6%,18,0.0%,-37.9%,23,-14.8%,-14.8%,10.5,2.5,3,$653K,-3.9%,13.1%,33,-13.2%,-23.3%,9/30/2014,Single Family Residential,"Seattle, WA - Fauntleroy"
1.021773497,0.3%,1.9%,23,-8.0%,21.1%,5,-37.5%,-44.4%,10,3,1,$610K,0.0%,13.0%,23,-17.9%,9.5%,9/30/2014,Single Family Residential,"Seattle, WA - Fremont"
1.039789818,-0.3%,2.4%,26,0.0%,-38.1%,8,14.3%,-46.7%,8,0.5,-4,$705K,0.7%,12.6%,33,26.9%,-5.7%,9/30/2014,Single Family Residential,"Seattle, WA - Green Lake"
1.040148089,-0.8%,1.0%,60,-1.6%,-27.7%,28,12.0%,12.0%,8,0,0,$416K,-3.2%,-2.1%,77,6.9%,-4.9%,9/30/2014,Single Family Residential,"Seattle, WA - Greenwood"
1.012037552,-1.5%,0.7%,35,0.0%,12.9%,23,-11.5%,21.1%,8.5,-0.5,-4,$414K,6.4%,18.3%,48,-5.9%,45.5%,9/30/2014,Single Family Residential,"Seattle, WA - Haller Lake"
1.020248298,-0.6%,-1.2%,98,-10.9%,4.3%,46,0.0%,-22.0%,9,1,1.5,$441K,-1.9%,4.4%,113,-0.9%,6.6%,9/30/2014,Single Family Residential,"Seattle, WA - Lake City"
0.987194153,-1.9%,0.0%,23,-4.2%,-8.0%,14,-17.6%,-33.3%,17,7.5,0,$735K,-3.9%,12.9%,24,-17.2%,-17.2%,9/30/2014,Single Family Residential,"Seattle, WA - Leschi"
0.92,-4.4%,-12.1%,1,-75.0%,-80.0%,1,0.0%,0.0%,31,11,-31,"$2,300K",26.9%,130.0%,3,50.0%,0.0%,9/30/2014,Single Family Residential,"Seattle, WA - Lower Queen Anne"
1.018528165,0.3%,4.4%,19,-13.6%,-29.6%,23,27.8%,27.8%,9,-3.5,-30,"$1,200K",-17.4%,-11.1%,21,-16.0%,-25.0%,9/30/2014,Single Family Residential,"Seattle, WA - Madison Park"
1.018639124,-1.3%,1.4%,22,15.8%,69.2%,8,33.3%,14.3%,8,0,2,$863K,7.8%,43.8%,16,-27.3%,-11.1%,9/30/2014,Single Family Residential,"Seattle, WA - Madrona"
1.006216047,-0.1%,0.3%,83,5.1%,-12.6%,59,20.4%,7.3%,10,0,0,$726K,0.0%,8.3%,104,6.1%,-7.1%,9/30/2014,Single Family Residential,"Seattle, WA - Magnolia"
1.012537154,-1.2%,0.1%,38,22.6%,-15.6%,13,0.0%,44.4%,8,0,-2.5,$487K,-3.6%,8.2%,49,2.1%,11.4%,9/30/2014,Single Family Residential,"Seattle, WA - Maple Leaf"
1.011542138,-3.0%,-1.9%,27,-12.9%,-27.0%,16,33.3%,6.7%,8,0,0,$526K,0.0%,9.6%,31,10.7%,-11.4%,9/30/2014,Single Family Residential,"Seattle, WA - Matthews Beach"
1.009838430,-0.4%,-8.9%,15,15.4%,25.0%,2,-50.0%,-77.8%,7,-1,1,$451K,0.0%,1.3%,15,-6.3%,25.0%,9/30/2014,Single Family Residential,"Seattle, WA - Meadowbrook"
1.035316029,-0.7%,2.2%,18,20.0%,-28.0%,12,9.1%,-36.8%,8.5,-0.5,-3.5,$873K,2.5%,12.6%,19,-20.8%,-34.5%,9/30/2014,Single Family Residential,"Seattle, WA - Montlake"
1.006905239,-0.6%,0.8%,35,-31.4%,-14.6%,17,88.9%,-19.0%,19,8,-1.5,$739K,5.6%,47.9%,28,-12.5%,-9.7%,9/30/2014,Single Family Residential,"Seattle, WA - Mount Baker"
1.007418327,-1.2%,-1.9%,51,-13.6%,15.9%,33,26.9%,6.5%,12,4,3,$585K,0.0%,26.2%,55,-6.8%,7.8%,9/30/2014,Single Family Residential,"Seattle, WA - North Admiral"
1.000305024,-0.7%,-1.8%,82,-8.9%,0.0%,62,5.1%,1.6%,12,-1,4,$385K,8.6%,13.0%,110,-3.5%,0.9%,9/30/2014,Single Family Residential,"Seattle, WA - Beacon Hill"
1.014446165,-0.8%,0.8%,107,12.6%,-2.7%,45,0.0%,-6.3%,8,0,-4,$445K,4.2%,8.2%,134,0.8%,14.5%,9/30/2014,Single Family Residential,"Seattle, WA - Northgate"
1.049368640,2.2%,2.5%,20,-16.7%,0.0%,8,0.0%,-33.3%,9.5,0.5,0,$378K,-2.4%,1.1%,24,14.3%,14.3%,9/30/2014,Single Family Residential,"Seattle, WA - Olympic Hills"
1.031213867,0.8%,2.6%,18,12.5%,20.0%,6,50.0%,-45.5%,14.5,6.5,1.5,$428K,4.0%,17.1%,18,0.0%,-21.7%,9/30/2014,Single Family Residential,"Seattle, WA - Pinehurst"
1.020607972,0.4%,0.6%,59,-11.9%,-20.3%,44,41.9%,2.3%,8,0,0,$808K,-1.7%,7.9%,70,6.1%,-22.2%,9/30/2014,Single Family Residential,"Seattle, WA - Queen Anne"
0.998123360,-0.4%,-1.6%,168,-11.1%,-18.0%,124,19.2%,-18.4%,16,4,1,$358K,-7.0%,5.6%,178,-6.3%,-10.6%,9/30/2014,Single Family Residential,"Seattle, WA - Rainier Valley"
1.034465150,-1.2%,1.1%,36,-14.3%,-23.4%,13,-13.3%,18.2%,7.5,0.5,-0.5,$643K,-0.8%,11.7%,47,6.8%,2.2%,9/30/2014,Single Family Residential,"Seattle, WA - Ravenna"
1.013703401,1.2%,1.1%,24,-4.0%,20.0%,8,33.3%,-42.9%,8,-0.5,-2,$568K,1.3%,3.1%,30,15.4%,42.9%,9/30/2014,Single Family Residential,"Seattle, WA - Roosevelt"
1.038376084,2.0%,4.6%,10,-23.1%,100.0%,9,0.0%,50.0%,32,-7,18,$273K,13.5%,23.9%,8,-42.9%,-11.1%,9/30/2014,Single Family Residential,"Seattle, WA - South Park"
1.048551517,1.3%,3.7%,10,11.1%,-16.7%,6,20.0%,20.0%,8,0,-2.5,$628K,-5.8%,-1.1%,17,6.3%,142.9%,9/30/2014,Single Family Residential,"Seattle, WA - University District"
1.006412758,1.0%,0.1%,17,0.0%,13.3%,9,0.0%,12.5%,10,-5,3,$415K,-8.2%,-1.2%,25,4.2%,38.9%,9/30/2014,Single Family Residential,"Seattle, WA - Victory Heights"
1.028389394,1.3%,1.3%,15,7.1%,-37.5%,6,100.0%,20.0%,10,2.5,1.5,$925K,-10.9%,10.8%,18,5.9%,5.9%,9/30/2014,Single Family Residential,"Seattle, WA - View Ridge"
1.044379716,-1.3%,1.6%,50,-7.4%,-18.0%,12,-33.3%,-52.0%,7,0,-1,$731K,0.9%,16.3%,53,-7.0%,-26.4%,9/30/2014,Single Family Residential,"Seattle, WA - Wallingford"
1.026973955,-0.9%,-2.4%,27,-18.2%,8.0%,10,66.7%,100.0%,9,1,2,$520K,-1.1%,4.5%,29,0.0%,7.4%,9/30/2014,Single Family Residential,"Seattle, WA - Wedgwood"
1.001396898,-0.6%,0.0%,374,-7.7%,7.8%,229,7.0%,-10.5%,14,3,0,$423K,-0.6%,7.4%,408,-6.8%,-3.5%,9/30/2014,Single Family Residential,"Seattle, WA - West Seattle"
1.018482034,-1.7%,0.4%,18,38.5%,20.0%,5,-16.7%,-28.6%,8,0,-8,$832K,10.9%,-2.1%,15,-21.1%,0.0%,9/30/2014,Single Family Residential,"Seattle, WA - Windermere"
1.007474999,1.4%,4.3%,9,-18.2%,12.5%,6,0.0%,-50.0%,61,41,45,"$1,475K",-34.4%,29.2%,8,60.0%,0.0%,9/30/2014,Single Family Residential,"Seattle, WA - Denny Blaine"
1.051973528,1.3%,2.4%,35,-2.8%,-22.2%,9,0.0%,-43.8%,8,1,1,$635K,9.5%,13.4%,37,-9.8%,-2.6%,9/30/2014,Single Family Residential,"Seattle, WA - Phinney Ridge"
1.032798434,-1.1%,0.5%,40,-9.1%,21.2%,20,5.3%,66.7%,8.5,1.5,0.5,$523K,-5.0%,0.1%,43,-2.3%,16.2%,9/30/2014,Single Family Residential,"Seattle, WA - Central District"
1.045279395,0.4%,3.6%,16,-23.8%,-5.9%,5,25.0%,-54.5%,8,0,-4,$763K,-1.2%,15.5%,14,-17.6%,-33.3%,9/30/2014,Single Family Residential,"Seattle, WA - Madison Valley"
